Date,Open,High,Low,Close,Adj Close,Volume
12/04/2010,22388.76953,22388.76953,22131.92969,22138.16992,22138.16992,1580086800
13/04/2010,22216.10938,22290.66992,22008.05078,22103.5293,22103.5293,1868202800
14/04/2010,22183.05078,22192.33008,22061.76953,22121.42969,22121.42969,1302086200
15/04/2010,22265.35938,22337.89063,22113.21094,22157.82031,22157.82031,1459714700
16/04/2010,22059.30078,22111.99023,21788.88086,21865.25977,21865.25977,2496724000
19/04/2010,21557.7793,21582.13086,21283.30078,21405.16992,21405.16992,2348763400
20/04/2010,21519.25977,21647.75,21507.4707,21623.38086,21623.38086,1422031800
21/04/2010,21732.75977,21740.64063,21475.98047,21510.92969,21510.92969,1624158100
22/04/2010,21283.92969,21471.10938,21206.74023,21454.93945,21454.93945,1352022600
23/04/2010,21385.16016,21442.76953,21232.15039,21244.49023,21244.49023,1306533600
26/04/2010,21501.21094,21617.84961,21489.05078,21587.06055,21587.06055,1140597000
27/04/2010,21341.48047,21383.21094,21224.05078,21261.78906,21261.78906,1327490700
28/04/2010,20853.83008,21021.66992,20853.83008,20949.40039,20949.40039,1788287200
29/04/2010,20994.36914,21007.56055,20763.33984,20778.91992,20778.91992,1617080700
30/04/2010,20934.07031,21121.51953,20920.15039,21108.58984,21108.58984,2387265600
03/05/2010,20799.78906,20886.84961,20773.9707,20811.35938,20811.35938,1312414100
04/05/2010,20935.90039,21011.94922,20743.49023,20763.05078,20763.05078,1291199700
05/05/2010,20390.11914,20505.66016,20293.23047,20327.53906,20327.53906,2384536200
06/05/2010,20177.4707,20303.2207,19888.49023,20133.41016,20133.41016,2153780000
07/05/2010,19699.5,20037.59961,19699.5,19920.28906,19920.28906,2324807000
10/05/2010,20118.94922,20491.94922,20035.59961,20426.64063,20426.64063,1820977600
11/05/2010,20346.53906,20398.42969,19977.09961,20146.50977,20146.50977,1888728800
12/05/2010,20175.74023,20237.85938,20003.49023,20212.49023,20212.49023,1157921500
13/05/2010,20411.55078,20526.58008,20273.99023,20422.46094,20422.46094,1340553400
14/05/2010,20258.44922,20352.80078,20130.7793,20145.42969,20145.42969,1366467100
17/05/2010,19832.0293,19832.0293,19593.5,19715.19922,19715.19922,1728648000
18/05/2010,19768.80078,20013.33008,19672.39063,19944.93945,19944.93945,1350108900
19/05/2010,19552.16016,19785.85938,19546.2207,19578.98047,19578.98047,1293434300
20/05/2010,19694.4707,19747.16016,19276.46094,19545.83008,19545.83008,1585500000
24/05/2010,19470.2793,19757.43945,19470.2793,19667.75977,19667.75977,1641682500
25/05/2010,19317.24023,19328.35938,18974.51953,18985.5,18985.5,2165693400
26/05/2010,19177.33984,19242.06055,19047.69922,19196.44922,19196.44922,2264630000
27/05/2010,19015.89063,19555.7793,18971.51953,19431.36914,19431.36914,2136796800
28/05/2010,19816.39063,19910.06055,19710.85938,19766.71094,19766.71094,2068737600
31/05/2010,19705.5293,19823.99023,19629.83008,19765.18945,19765.18945,1075849200
01/06/2010,19600.57031,19805.59961,19463.34961,19496.94922,19496.94922,1098816400
02/06/2010,19651.55078,19656.2207,19372.13086,19471.80078,19471.80078,1231922500
03/06/2010,19822.89063,19859.80078,19744.32031,19786.71094,19786.71094,1270634900
04/06/2010,19765.25,19841.67969,19658.66016,19780.07031,19780.07031,1011348700
07/06/2010,19211.66992,19389.91016,19211.66992,19378.15039,19378.15039,1583714800
08/06/2010,19459.74023,19510.08984,19333.09961,19487.48047,19487.48047,904490700
09/06/2010,19488.19922,19792.2793,19383.89063,19621.24023,19621.24023,1263124900
10/06/2010,19517.60938,19729.15039,19517.60938,19632.69922,19632.69922,962222800
11/06/2010,19995.64063,19995.64063,19834.23047,19872.38086,19872.38086,1146581300
14/06/2010,20102.55078,20102.55078,20024.03906,20051.91016,20051.91016,954758200
15/06/2010,19998.5293,20142.09961,19970.91016,20062.15039,20062.15039,996054700
17/06/2010,20201.81055,20201.81055,20078.58984,20138.40039,20138.40039,1034862900
18/06/2010,20199.2207,20315.41992,20138.34961,20286.71094,20286.71094,1413431500
21/06/2010,20571.40039,20938.33008,20571.40039,20912.17969,20912.17969,3171247200
22/06/2010,20861.4707,20957.08984,20796.38086,20819.08008,20819.08008,1597804000
23/06/2010,20718.66016,20866.88086,20689.15039,20856.60938,20856.60938,1362845100
24/06/2010,20797.43945,20901.15039,20710.15039,20733.49023,20733.49023,1067905400
25/06/2010,20615.91992,20732.30078,20563.92969,20690.78906,20690.78906,1338524400
28/06/2010,20718.08008,20862.38086,20687.26953,20726.67969,20726.67969,1171423600
29/06/2010,20727.44922,20738.15039,20190.88086,20248.90039,20248.90039,1781397200
30/06/2010,19985.7207,20143.16016,19971.26953,20128.99023,20128.99023,1588071700
02/07/2010,20059.56055,20161.99023,19803.2207,19905.32031,19905.32031,1374627100
05/07/2010,19809.06055,19913.40039,19793.4707,19842.19922,19842.19922,1251615800
06/07/2010,19777.83008,20084.11914,19777.83008,20084.11914,20084.11914,1204498500
07/07/2010,19948.15039,19948.15039,19800.23047,19857.07031,19857.07031,1083584000
08/07/2010,20231.15039,20236.17969,20002.00977,20050.56055,20050.56055,1137900000
09/07/2010,20142.7793,20418.31055,20116.51953,20378.66016,20378.66016,1673574500
12/07/2010,20476.01953,20539.60938,20368.61914,20467.42969,20467.42969,1675481300
13/07/2010,20485.10938,20529.41016,20378.99023,20431.06055,20431.06055,1309265400
14/07/2010,20722.2207,20722.2207,20512.24023,20560.81055,20560.81055,1562984100
15/07/2010,20530.28906,20665.61914,20226.25977,20255.61914,20255.61914,1591164000
16/07/2010,20293.60938,20313.74023,20173.49023,20250.16016,20250.16016,1648123300
19/07/2010,20007.88086,20127.56055,20007.88086,20090.94922,20090.94922,1040734400
20/07/2010,20075.7207,20403.00977,20075.7207,20264.58984,20264.58984,1168031200
21/07/2010,20377.59961,20494.17969,20334.34961,20487.23047,20487.23047,1115583200
22/07/2010,20487.49023,20592.46094,20384.73047,20589.69922,20589.69922,951757400
23/07/2010,20847.84961,20847.84961,20728.41016,20815.33008,20815.33008,1641271300
26/07/2010,20944.63086,20963.08008,20826.98047,20839.91016,20839.91016,1139652600
27/07/2010,20965.53906,21008.7793,20824.05078,20973.39063,20973.39063,1118094600
28/07/2010,20961.55078,21199.55078,20902.16016,21091.17969,21091.17969,1350370800
29/07/2010,21091.16992,21130.74023,20970.92969,21093.82031,21093.82031,1014336800
30/07/2010,21008.46094,21095.90039,20945.63086,21029.81055,21029.81055,947166100
02/08/2010,21221.42969,21439.2207,21221.42969,21412.78906,21412.78906,1646320600
03/08/2010,21610.17969,21610.17969,21409.81055,21457.66016,21457.66016,1419675100
04/08/2010,21567.33008,21621.82031,21427.50977,21549.88086,21549.88086,1243029800
05/08/2010,21577.13086,21618.58008,21462.23047,21551.7207,21551.7207,940912600
06/08/2010,21575.94922,21722.38086,21456.74023,21678.80078,21678.80078,1309182000
09/08/2010,21640.5293,21805.93945,21622.11914,21801.58984,21801.58984,999901600
10/08/2010,21764.23047,21765.58008,21446.80078,21473.59961,21473.59961,1257248200
11/08/2010,21542.26953,21643.24023,21239.16992,21294.53906,21294.53906,1475898300
12/08/2010,21039.41992,21124.98047,20926.48047,21105.71094,21105.71094,1695693200
13/08/2010,21095.16992,21205.67969,21012.50977,21071.57031,21071.57031,1230389200
16/08/2010,20881.94922,21209.46094,20881.94922,21112.11914,21112.11914,1053815500
17/08/2010,21081.31055,21161.73047,21015.00977,21137.42969,21137.42969,671736700
18/08/2010,21167.88086,21277.11914,20968.69922,21022.73047,21022.73047,1282606400
19/08/2010,21094.69922,21297.61914,21023.30078,21072.46094,21072.46094,1336442900
20/08/2010,20929.7207,20997.39063,20868.24023,20981.82031,20981.82031,1096937300
23/08/2010,20963.25,21035.00977,20845.69922,20889.00977,20889.00977,857934200
24/08/2010,20759.34961,20937.5293,20651.26953,20658.71094,20658.71094,1243939200
25/08/2010,20603.57031,20667.30078,20512.7793,20634.98047,20634.98047,1224482900
26/08/2010,20603.17969,20664.75977,20567.33008,20612.06055,20612.06055,1026568000
27/08/2010,20563.08984,20670.57031,20552.55078,20597.34961,20597.34961,1212734100
30/08/2010,20797.00977,20832.35938,20668.81055,20737.2207,20737.2207,1056592500
31/08/2010,20539.2207,20608.55078,20372.28906,20536.49023,20536.49023,1329326000
01/09/2010,20570.51953,20649.44922,20529.86914,20623.83008,20623.83008,1114882400
02/09/2010,20864.40039,20938.28906,20819.60938,20868.91992,20868.91992,1272295600
03/09/2010,20918.81055,21028.66016,20860.89063,20971.5,20971.5,1340909700
06/09/2010,21155.91016,21398.08984,21139.78906,21355.76953,21355.76953,1599558900
07/09/2010,21419.91016,21435.58008,21313.25977,21401.78906,21401.78906,1163804400
08/09/2010,21213.19922,21214.81055,21066.68945,21088.85938,21088.85938,1956624400
09/09/2010,21169.82031,21248.58008,21122.73047,21167.26953,21167.26953,1086561300
10/09/2010,21310.7207,21332.43945,21092.81055,21257.39063,21257.39063,1125390400
13/09/2010,21396.90039,21714.35938,21395.57031,21658.34961,21658.34961,2035235400
14/09/2010,21760.73047,21763.73047,21656.44922,21696.03906,21696.03906,1515505900
15/09/2010,21819.94922,21819.94922,21633.07031,21725.64063,21725.64063,1104117600
16/09/2010,21694.21094,21726.00977,21525.71094,21691.44922,21691.44922,1482348700
17/09/2010,21744.5293,21988.86914,21713.66992,21970.85938,21970.85938,1889361200
20/09/2010,21918.44922,22009.09961,21874.41992,21977.33984,21977.33984,1215077100
21/09/2010,22118.58008,22118.58008,21950.68945,22002.58984,22002.58984,1279489500
22/09/2010,22077.38086,22229.17969,22021.59961,22047.71094,22047.71094,1308382700
24/09/2010,21972.88086,22155.66992,21956.75977,22119.42969,22119.42969,1297378000
27/09/2010,22351.33008,22407.23047,22292.53906,22340.83984,22340.83984,1522320100
28/09/2010,22329.82031,22371.59961,22091.13086,22109.94922,22109.94922,1534385300
29/09/2010,22314.56055,22439.18945,22300.08984,22378.66992,22378.66992,1945557600
30/09/2010,22287.08008,22381.33008,22202.42969,22358.16992,22358.16992,2329902800
04/10/2010,22542.35938,22734.88086,22542.35938,22618.66016,22618.66016,2591989000
05/10/2010,22532.03906,22670.81055,22504.05078,22639.14063,22639.14063,1820436400
06/10/2010,23006.19922,23023.13086,22872.41992,22880.41016,22880.41016,3266486800
07/10/2010,22996.73047,22996.73047,22824.05078,22884.32031,22884.32031,2175196000
08/10/2010,22861.15039,23093.76953,22861.15039,22944.17969,22944.17969,1559428700
11/10/2010,23169.13086,23302.28906,23151.61914,23207.31055,23207.31055,2067039600
12/10/2010,23161.21094,23254.14063,23055.60938,23121.69922,23121.69922,1655482800
13/10/2010,23329.32031,23471.66016,23035.57031,23457.68945,23457.68945,2514523800
14/10/2010,23685.25977,23866.86914,23614.40039,23852.16992,23852.16992,4144523600
15/10/2010,23733.78906,23862.53906,23650.30078,23757.63086,23757.63086,3594968800
18/10/2010,23693.11914,23716.48047,23467.44922,23469.38086,23469.38086,2263839600
19/10/2010,23551.31055,23768.08984,23551.31055,23763.73047,23763.73047,1616146200
20/10/2010,23423.82031,23689.99023,23307.49023,23556.5,23556.5,2639446200
21/10/2010,23736.78906,23736.78906,23450.83008,23649.48047,23649.48047,1713519600
22/10/2010,23647.32031,23667.41992,23465.75977,23517.53906,23517.53906,1259332100
25/10/2010,23551.14063,23781.88086,23519.16016,23627.91016,23627.91016,1441732700
26/10/2010,23727.63086,23727.63086,23546.33008,23601.24023,23601.24023,1401312000
27/10/2010,23543.73047,23708.66992,23148.17969,23164.58008,23164.58008,1882652400
28/10/2010,23290.53906,23290.53906,23136.9707,23210.85938,23210.85938,1333725400
29/10/2010,23177.68945,23222.34961,22880.67969,23096.32031,23096.32031,1905046800
01/11/2010,23366.82031,23656.65039,23366.82031,23652.93945,23652.93945,1709508800
02/11/2010,23608.17969,23724.86914,23566.88086,23671.41992,23671.41992,1622167200
03/11/2010,23802.06055,24163.83984,23684.99023,24144.66992,24144.66992,2699609200
04/11/2010,24377.07031,24550.08008,24345.92969,24535.63086,24535.63086,2315843600
05/11/2010,24905.42969,24931.84961,24732.90039,24876.82031,24876.82031,2815142000
08/11/2010,24838.2207,24988.57031,24732.51953,24964.36914,24964.36914,1811291000
09/11/2010,24858.33984,24963.25977,24687.30078,24710.59961,24710.59961,2258169600
10/11/2010,24672.5,24692.53906,24421.0293,24500.60938,24500.60938,1945425200
11/11/2010,24598.81055,24887.58008,24505.15039,24700.30078,24700.30078,1795744400
12/11/2010,24404.91016,24608.66016,24187.26953,24222.58008,24222.58008,2093440400
15/11/2010,24371.76953,24382.14063,24002.65039,24027.17969,24027.17969,1668533900
16/11/2010,24009.83984,24085.23047,23578.86914,23693.01953,23693.01953,1923820400
17/11/2010,23432.23047,23618.24023,23192.49023,23214.46094,23214.46094,2171390000
18/11/2010,23437.80078,23671.50977,23327.28906,23637.39063,23637.39063,1718261200
19/11/2010,23625.31055,23686.41992,23252.33008,23605.71094,23605.71094,1903795800
22/11/2010,23499.63086,23592.76953,23419.41016,23524.01953,23524.01953,1649739600
23/11/2010,23290.2793,23322.16992,22871.10938,22896.14063,22896.14063,2174817200
24/11/2010,23107.43945,23166.68945,22971.21094,23023.85938,23023.85938,1464288200
25/11/2010,23110.01953,23283.2207,23037.85938,23054.67969,23054.67969,1278446100
26/11/2010,23033,23107.66992,22782.98047,22877.25,22877.25,1134013900
29/11/2010,22832.05078,23187.75,22785.2793,23166.2207,23166.2207,1211558300
30/11/2010,23122.40039,23199.43945,22844.5293,23007.99023,23007.99023,1711364400
01/12/2010,22973.80078,23325.78906,22842.11914,23249.80078,23249.80078,1622216800
02/12/2010,23554.75,23575.38086,23388.74023,23448.7793,23448.7793,1727085200
03/12/2010,23555.75977,23611.03906,23286.53906,23320.51953,23320.51953,1638261100
06/12/2010,23507.19922,23612.25,23213.71094,23237.68945,23237.68945,1448276400
07/12/2010,23177.40039,23475.28906,23101.81055,23428.15039,23428.15039,1395045300
08/12/2010,23362.66016,23374.36914,22998.33984,23092.51953,23092.51953,1469118800
09/12/2010,23167.86914,23269.35938,23083.16016,23171.80078,23171.80078,1359040600
10/12/2010,23091.51953,23202.28906,22965.90039,23162.91016,23162.91016,1351974400
13/12/2010,23362.32031,23490.17969,23233.40039,23317.60938,23317.60938,1108577600
14/12/2010,23451.40039,23453.41992,23328.00977,23431.18945,23431.18945,1005933600
15/12/2010,23371.33984,23371.33984,22876.88086,22975.34961,22975.34961,1731628800
16/12/2010,22949.7793,22992.07031,22598.96094,22668.7793,22668.7793,1490108700
17/12/2010,22660.88086,22732.61914,22519.60938,22714.84961,22714.84961,1426267400
20/12/2010,22708.42969,22716.7793,22392.66992,22639.08008,22639.08008,1175563700
21/12/2010,22711.46094,23025.4707,22671.60938,22993.85938,22993.85938,1262033000
22/12/2010,23039.84961,23160.43945,22990.68945,23045.18945,23045.18945,1191357100
23/12/2010,23139.58008,23151.38086,22867.92969,22902.9707,22902.9707,739929600
24/12/2010,null,null,null,null,null,null
28/12/2010,22553.15039,22684.83008,22529.25977,22621.73047,22621.73047,1031032400
29/12/2010,22725.38086,22981.51953,22663.80078,22969.30078,22969.30078,796503200
30/12/2010,22987.83984,23111.26953,22890.56055,22999.33984,22999.33984,979943400
31/12/2010,null,null,null,null,null,null
03/01/2011,23135.64063,23443.5293,23057.51953,23436.05078,23436.05078,1066929900
04/01/2011,23477.31055,23695.60938,23408.08984,23668.48047,23668.48047,1330693400
05/01/2011,23650.17969,23773.98047,23579.74023,23757.82031,23757.82031,1277768100
06/01/2011,23861.2207,23861.2207,23698.38086,23786.30078,23786.30078,1147689000
07/01/2011,23744.0293,23880.76953,23654.03906,23686.63086,23686.63086,1287345900
10/01/2011,23715.4707,23783.83008,23481.80078,23527.25977,23527.25977,1087090700
11/01/2011,23606.75977,23855.83008,23512.2207,23760.33984,23760.33984,1171815200
12/01/2011,23857.16992,24168.35938,23857.16992,24125.60938,24125.60938,1592876200
13/01/2011,24347.33984,24378.81055,24208.44922,24238.98047,24238.98047,2323232000
14/01/2011,24273.61914,24347.25977,24187.90039,24283.23047,24283.23047,1531630800
17/01/2011,24364.07031,24364.07031,24098.0293,24156.9707,24156.9707,1209066000
18/01/2011,24189.83008,24382.00977,24104.33984,24153.98047,24153.98047,1286503700
19/01/2011,24321.25,24434.40039,24243.88086,24419.61914,24419.61914,1356744900
20/01/2011,24248.32031,24248.32031,23963.85938,24003.69922,24003.69922,1531227300
21/01/2011,23913.18945,24130.16016,23840.28906,23876.85938,23876.85938,1335216400
24/01/2011,23970.30078,23970.30078,23751.7207,23801.7793,23801.7793,1201912500
25/01/2011,23891.67969,23999.10938,23769.46094,23788.83008,23788.83008,1038887000
26/01/2011,23802.88086,23976.36914,23662.17969,23843.24023,23843.24023,1318215100
27/01/2011,23771.11914,24023.67969,23734.69922,23779.61914,23779.61914,1585159500
28/01/2011,23763.74023,23763.74023,23580.41992,23617.01953,23617.01953,1501890600
31/01/2011,23314.68945,23520.53906,23285.59961,23447.33984,23447.33984,1962800000
01/02/2011,23451.61914,23552.23047,23422.7207,23482.94922,23482.94922,1362605700
02/02/2011,null,null,null,null,null,null
07/02/2011,23981.74023,23981.74023,23530.80078,23553.58984,23553.58984,1480979600
08/02/2011,23613.49023,23616.83008,23396.16992,23484.30078,23484.30078,1683188000
09/02/2011,23535.41016,23591.5,23128.7207,23164.0293,23164.0293,2265545200
10/02/2011,23035.64063,23069.41992,22668.01953,22708.61914,22708.61914,2501942600
11/02/2011,22752.55078,22861.5293,22446.66992,22828.91992,22828.91992,1973130000
14/02/2011,22920.28906,23187.82031,22899.58008,23121.06055,23121.06055,1623695500
15/02/2011,23037.0293,23104.98047,22881.16016,22899.7793,22899.7793,1314995900
16/02/2011,23015.39063,23183.2793,22809.00977,23156.9707,23156.9707,1289275200
17/02/2011,23173.48047,23320.42969,23079.4707,23301.83984,23301.83984,1447116400
18/02/2011,23342.66992,23614.60938,23316.30078,23595.24023,23595.24023,2141906600
21/02/2011,23500.10938,23585.63086,23444.76953,23485.41992,23485.41992,1226047400
22/02/2011,23170.51953,23170.51953,22938.13086,22990.81055,22990.81055,1736180400
23/02/2011,22983.36914,23055.4707,22837.08984,22906.90039,22906.90039,1287207300
24/02/2011,22856.7793,23036.92969,22575.99023,22601.03906,22601.03906,1506227400
25/02/2011,22727.03906,23091.32031,22712.96094,23012.36914,23012.36914,1403488800
28/02/2011,22900.15039,23388.32031,22886.36914,23338.01953,23338.01953,1782741200
01/03/2011,23317.96094,23478.69922,23244.10938,23396.41992,23396.41992,1802511600
02/03/2011,23114.42969,23114.42969,22915.65039,23048.66016,23048.66016,1491985100
03/03/2011,23102.83008,23329.38086,23097.15039,23122.41992,23122.41992,1643360500
04/03/2011,23406.76953,23506.66992,23374.59961,23408.85938,23408.85938,1855060400
07/03/2011,23257.14063,23491.71094,23229.07031,23313.18945,23313.18945,1321120200
08/03/2011,23401.49023,23731.89063,23307.69922,23711.69922,23711.69922,1782726000
09/03/2011,23863.92969,23934.07031,23775.69922,23810.10938,23810.10938,2028495400
10/03/2011,23818.64063,23818.64063,23564.94922,23614.89063,23614.89063,1406058700
11/03/2011,23437.5,23514.73047,23105.99023,23249.7793,23249.7793,1671018400
14/03/2011,23207.15039,23345.88086,23078.93945,23345.88086,23345.88086,1201157200
15/03/2011,23110.71094,23110.71094,22253.4707,22678.25,22678.25,2969021200
16/03/2011,22814.5,22814.5,22541.55078,22700.88086,22700.88086,1775007000
17/03/2011,22237.24023,22393.98047,22123.25977,22284.42969,22284.42969,1700522800
18/03/2011,22387.98047,22464.34961,22273.69922,22300.23047,22300.23047,2024994000
21/03/2011,22401.06055,22711.83984,22395.30078,22685.2207,22685.2207,1744941600
22/03/2011,22732.94922,22880.58984,22654.2207,22857.90039,22857.90039,1450412700
23/03/2011,22797.93945,22849.23047,22714.85938,22825.40039,22825.40039,1383280100
24/03/2011,23005.49023,23050.86914,22890.83008,22915.2793,22915.2793,1848430000
25/03/2011,23135.38086,23179.25977,23068.08984,23158.66992,23158.66992,2696387200
28/03/2011,23114.07031,23261.67969,22952.42969,23068.18945,23068.18945,1989092000
29/03/2011,22997.34961,23137.15039,22965.33984,23060.35938,23060.35938,1352926400
30/03/2011,23192.78906,23505.10938,23180.91992,23451.42969,23451.42969,2043971200
31/03/2011,23618.06055,23618.06055,23450.46094,23527.51953,23527.51953,2338834000
01/04/2011,23664.48047,23827.21094,23474.33984,23801.90039,23801.90039,2190682600
04/04/2011,23917.00977,24164.36914,23917.00977,24150.58008,24150.58008,2068546000
06/04/2011,24182.83008,24322.25977,24102.59961,24285.05078,24285.05078,2113402800
07/04/2011,24317.82031,24368.75977,24195.60938,24281.80078,24281.80078,1589719700
08/04/2011,24306.43945,24468.64063,24251.74023,24396.07031,24396.07031,1596084100
11/04/2011,24394.99023,24466.4707,24250.05078,24303.07031,24303.07031,1506797100
12/04/2011,24142.55078,24142.55078,23916.55078,23976.36914,23976.36914,1609206500
13/04/2011,23981.05078,24200.32031,23842.28906,24135.0293,24135.0293,1598541400
14/04/2011,23951.88086,24070.75977,23912.26953,24014,24014,1219048200
15/04/2011,24086.55078,24236.53906,23902.0293,24008.07031,24008.07031,1280550500
18/04/2011,23977.86914,24145.42969,23769.48047,23830.31055,23830.31055,1280807700
19/04/2011,23654.85938,23654.85938,23468.19922,23520.61914,23520.61914,1461878700
20/04/2011,23709.28906,23904.76953,23682.78906,23896.09961,23896.09961,1236452200
21/04/2011,24090.55078,24185.49023,24031.41992,24138.31055,24138.31055,1515002500
26/04/2011,23964.61914,24070.0293,23844.30078,24007.38086,24007.38086,1136259200
27/04/2011,24193.2793,24260.76953,23825.13086,23892.83984,23892.83984,1245102700
28/04/2011,24103.0293,24132.05078,23761.13086,23805.63086,23805.63086,1570580800
29/04/2011,23729.76953,23808.92969,23633.74023,23720.81055,23720.81055,1468492700
03/05/2011,23794.85938,23924.48047,23599.2793,23633.25,23633.25,1309019000
04/05/2011,23582.59961,23582.59961,23230.38086,23315.24023,23315.24023,1880768800
05/05/2011,23228.00977,23348.33008,23167.92969,23261.60938,23261.60938,1561056500
06/05/2011,23035.93945,23207.43945,22985.66016,23159.14063,23159.14063,1282797200
09/05/2011,23249.98047,23392.69922,23239.15039,23336,23336,1008557600
11/05/2011,23509.00977,23509.00977,23233.41992,23291.80078,23291.80078,1308742400
